web-scraper-order,web-scraper-start-url,vulnerability_type,name-href,affects_name,affects_version,type,published,page,page-href,versions,sign,CREDIT,disclosed,CVE,CWE,SNYK ID
1518596883-33412,http://f92dd709.ngrok.io,Cross-Site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGORESTFRAMEWORK-40709,djangorestframework,"[,2.4.4)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,2.4.4)",M,Unknown,"03 Nov, 2014",null,CWE-79,SNYK-PYTHON-DJANGORESTFRAMEWORK-40709
1518597605-33424,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-PASTE-40743,paste,"[,1.1)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,1.1)",M,Jon Nelson,"18 Dec, 2006",null,CWE-22,SNYK-PYTHON-PASTE-40743
1518598088-33431,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-PYTHONKEYSTONECLIENT-40715,python-keystoneclient,"[,1.4.0)",pip,"04 Dec, 2017",8,https://snyk.io/vuln/page/8,"[,1.4.0)",M,Brant Knudson,"17 Apr, 2015",CVE-2015-1852,CWE-300,SNYK-PYTHON-PYTHONKEYSTONECLIENT-40715
1518596642-33408,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-DEFUSEDXML-40745,defusedxml,"[,0.4)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.4)",M,Unknown,"25 Feb, 2013",CVE-2013-1664,CWE-400,SNYK-PYTHON-DEFUSEDXML-40745
1518597485-33422,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PASSLIB-40761,passlib,"[,1.4)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,1.4)",M,Unknown,"30 Mar, 2011",null,CWE-400,SNYK-PYTHON-PASSLIB-40761
1518596461-33405,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-CRYPTOGRAPHY-40720,cryptography,"[,0.9.1)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.9.1)",H,Unknown,"06 Jun, 2015",null,CWE-415,SNYK-PYTHON-CRYPTOGRAPHY-40720
1518596762-33410,http://f92dd709.ngrok.io,Cross-Site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGOCRISPYFORMS-40756,django-crispy-forms,"[,0.9.0)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.9.0)",M,Unknown,"10 Sep, 2012",null,CWE-79,SNYK-PYTHON-DJANGOCRISPYFORMS-40756
1518597243-33418,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-HTML5LIB-40702,html5lib,"[,0.99999999), [1.0b1,1.0b9)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.99999999), [1.0b1,1.0b9)",M,Geoffrey Sneddon,"22 Feb, 2017",CVE-2016-9909,CWE-79,SNYK-PYTHON-HTML5LIB-40702
1518597364-33420,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40724,ipython,"[,3.2.2)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,3.2.2)",H,Unknown,"29 Sep, 2015",CVE-2015-7337,CWE-77,SNYK-PYTHON-IPYTHON-40724
1518597967-33429,http://f92dd709.ngrok.io,Cross-Site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PYRAMID-40730,pyramid,"[,1.6a2)",pip,"04 Dec, 2017",8,https://snyk.io/vuln/page/8,"[,1.6a2)",M,Unknown,"14 Apr, 2015",null,CWE-352,SNYK-PYTHON-PYRAMID-40730
1518597183-33417,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-GEVENT-40735,gevent,"[,1.2a1)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,1.2a1)",M,sean-peters-au,"22 Mar, 2016",null,CWE-200,SNYK-PYTHON-GEVENT-40735
1518596943-33413,http://f92dd709.ngrok.io,XML External Entity (XXE) Injection,https://snyk.io/vuln/SNYK-PYTHON-DJANGORESTFRAMEWORK-40758,djangorestframework,"[,2.2.1)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,2.2.1)",H,Unknown,"22 Feb, 2013",null,CWE-611,SNYK-PYTHON-DJANGORESTFRAMEWORK-40758
1518598388-33436,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-WERKZEUG-40739,werkzeug,"[,0.8)",pip,"04 Dec, 2017",8,https://snyk.io/vuln/page/8,"[,0.8)",M,Unknown,"25 Sep, 2011",null,CWE-113,SNYK-PYTHON-WERKZEUG-40739
1518597787-33426,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40762,pillow,"[,3.1.1)",pip,"04 Dec, 2017",8,https://snyk.io/vuln/page/8,"[,3.1.1)",H,Unknown,"05 Nov, 2017",CVE-2016-4009,CWE-400,SNYK-PYTHON-PILLOW-40762
1518597425-33421,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-OAUTHLIB-40718,oauthlib,"[,0.7.0)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.7.0)",H,Unknown,"27 Oct, 2014",null,CWE-534,SNYK-PYTHON-OAUTHLIB-40718
1518596581-33407,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-CSSUTILS-40722,cssutils,"[,0.9.6a2)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.9.6a2)",M,Unknown,"16 Feb, 2009",null,CWE-22,SNYK-PYTHON-CSSUTILS-40722
1518597847-33427,http://f92dd709.ngrok.io,Security Bypass,https://snyk.io/vuln/SNYK-PYTHON-PYJWT-40733,pyjwt,"[,1.0.0)",pip,"04 Dec, 2017",8,https://snyk.io/vuln/page/8,"[,1.0.0)",M,Unknown,"17 Mar, 2015",null,null,SNYK-PYTHON-PYJWT-40733
1518597003-33414,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-DJANGORESTFRAMEWORK-40759,djangorestframework,"[,2.3.12)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,2.3.12)",M,Unknown,"15 Jan, 2014",null,CWE-200,SNYK-PYTHON-DJANGORESTFRAMEWORK-40759
1518596401-33404,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-COVERALLS-40725,coveralls,"[,0.1.1)",pip,"04 Dec, 2017",9,https://snyk.io/vuln/page/9,"[,0.1.1)",M,Unknown,"13 Feb, 2013",null,CWE-200,SNYK-PYTHON-COVERALLS-40725
1518524979-32253,http://f92dd709.ngrok.io,Cross-site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-AIRFLOW-40615,airflow,"[,1.9)",pip,"04 Feb, 2017",48,https://snyk.io/vuln/page/48,"[,1.9)",M,Alex Guziel,"04 Feb, 2017",null,CWE-352,SNYK-PYTHON-AIRFLOW-40615
1518450101-29926,http://f92dd709.ngrok.io,Privilege Escalation,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40076,zope2,"[2.12,2.12.19), [2.13,2.13.8)",pip,"04 Jul, 2011",125,https://snyk.io/vuln/page/125,"[2.12,2.12.19), [2.13,2.13.8)",H,Unknown,"04 Jul, 2011",CVE-2011-2528,null,SNYK-PYTHON-ZOPE2-40076
1518473459-31422,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-ROUNDUP-40291,roundup,"[,1.5.1)",pip,"04 Mar, 2016",75,https://snyk.io/vuln/page/75,"[,1.5.1)",M,Unknown,"04 Mar, 2016",CVE-2014-6276,CWE-264,SNYK-PYTHON-ROUNDUP-40291
1518449978-29881,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MOIN-40044,moin,"[,1.9.3)",pip,"04 May, 2010",127,https://snyk.io/vuln/page/127,"[,1.9.3)",L,Unknown,"04 May, 2010",CVE-2010-0828,CWE-79,SNYK-PYTHON-MOIN-40044
1518450908-30258,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-TRYTON-40228,tryton,"[,3.0.0]",pip,"04 Nov, 2013",114,https://snyk.io/vuln/page/114,"[,3.0.0]",H,Unknown,"04 Nov, 2013",CVE-2013-4510,CWE-22,SNYK-PYTHON-TRYTON-40228
1518450150-29948,http://f92dd709.ngrok.io,Sub-object Permissions,https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSCMFEDITIONS-40253,products.cmfeditions,"[2,2.2.2)",pip,"04 Oct, 2011",124,https://snyk.io/vuln/page/124,"[2,2.2.2)",H,Unknown,"04 Oct, 2011",CVE-2011-4030,CWE-264,SNYK-PYTHON-PRODUCTSCMFEDITIONS-40253
1518450148-29947,http://f92dd709.ngrok.io,Arbitrary Sub-object Access,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40078,plone,"[4,4.0.9],[4.1,4.2a2]",pip,"04 Oct, 2011",124,https://snyk.io/vuln/page/124,"[4,4.0.9],[4.1,4.2a2]",H,Unknown,"04 Oct, 2011",CVE-2011-4030,CWE-264,SNYK-PYTHON-PLONE-40078
1518452505-30891,http://f92dd709.ngrok.io,Decryption Attacks,https://snyk.io/vuln/SNYK-PYTHON-ATTIC-40328,attic,"[,0.15)",pip,"05 Apr, 2015",93,https://snyk.io/vuln/page/93,"[,0.15)",L,Thomas Waldmann,"05 Apr, 2015",CVE-2015-4082,null,SNYK-PYTHON-ATTIC-40328
1518476043-31464,http://f92dd709.ngrok.io,Improper Check for Dropped Privileges,https://snyk.io/vuln/SNYK-PYTHON-MODWSGI-40295,mod_wsgi,"[4.1.0,4.2.4)",pip,"05 Apr, 2016",74,https://snyk.io/vuln/page/74,"[4.1.0,4.2.4)",H,Graham Dumpleton,"05 Apr, 2016",CVE-2014-8583,CWE-273,SNYK-PYTHON-MODWSGI-40295
1518537370-32453,http://f92dd709.ngrok.io,Open Redirect,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40460,django,"[,1.8.18), [1.9,1.9.13), [1.10,1.10.7)",pip,"05 Apr, 2017",41,https://snyk.io/vuln/page/41,"[,1.8.18), [1.9,1.9.13), [1.10,1.10.7)",M,Unknown,"05 Apr, 2017",CVE-2017-7233,CWE-601,SNYK-PYTHON-DJANGO-40460
1518537430-32454,http://f92dd709.ngrok.io,Open Redirect,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40461,django,"[,1.8.18), [1.9,1.9.13), [1.10,1.10.7)",pip,"05 Apr, 2017",41,https://snyk.io/vuln/page/41,"[,1.8.18), [1.9,1.9.13), [1.10,1.10.7)",M,Unknown,"05 Apr, 2017",CVE-2017-7234,CWE-601,SNYK-PYTHON-DJANGO-40461
1518450188-29966,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-WERKZEUG-40487,werkzeug,"[,0.8.3)",pip,"05 Feb, 2012",124,https://snyk.io/vuln/page/124,"[,0.8.3)",M,Unknown,"05 Feb, 2012",null,CWE-79,SNYK-PYTHON-WERKZEUG-40487
1518450529-30089,http://f92dd709.ngrok.io,Replay Attack,https://snyk.io/vuln/SNYK-PYTHON-OAUTH2-40013,oauth2,"(,1.5.211]",pip,"05 Feb, 2013",120,https://snyk.io/vuln/page/120,"(,1.5.211]",M,André Cruz,"05 Feb, 2013",CVE-2013-4346,CWE-310,SNYK-PYTHON-OAUTH2-40013
1518465708-31297,http://f92dd709.ngrok.io,Arbitrary File Access,https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40363,radicale,"[,1.1)",pip,"05 Jan, 2016",79,https://snyk.io/vuln/page/79,"[,1.1)",H,Unknown,"05 Jan, 2016",CVE-2015-8747,CWE-20,SNYK-PYTHON-RADICALE-40363
1518465588-31295,http://f92dd709.ngrok.io,Pathname Traversal,https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40378,radicale,"[,1.1)",pip,"05 Jan, 2016",79,https://snyk.io/vuln/page/79,"[,1.1)",H,Unknown,"05 Jan, 2016",CVE-2016-1505,CWE-21,SNYK-PYTHON-RADICALE-40378
1518465467-31294,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40562,sentry,"[6.4.0,8.0.0rc2)",pip,"05 Jan, 2016",80,https://snyk.io/vuln/page/80,"[6.4.0,8.0.0rc2)",M,Matt Robenolt,"05 Jan, 2016",null,CWE-400,SNYK-PYTHON-SENTRY-40562
1518465648-31296,http://f92dd709.ngrok.io,Privilege Escalation,https://snyk.io/vuln/SNYK-PYTHON-RADICALE-40364,radicale,"[,1.1)",pip,"05 Jan, 2016",79,https://snyk.io/vuln/page/79,"[,1.1)",M,Unknown,"05 Jan, 2016",CVE-2015-8748,CWE-264,SNYK-PYTHON-RADICALE-40364
1518451351-30437,http://f92dd709.ngrok.io,Arbitrary Command Execution,https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40037,pillow,"(,2.5.0]",pip,"05 May, 2014",108,https://snyk.io/vuln/page/108,"(,2.5.0]",H,Michael Brown,"05 May, 2014",CVE-2014-3007,CWE-78,SNYK-PYTHON-PILLOW-40037
1518450157-29951,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-KSSCORE-40119,kss.core,"[1.2-alpha2,1.6.5)",pip,"05 Nov, 2011",124,https://snyk.io/vuln/page/124,"[1.2-alpha2,1.6.5)",M,Unknown,"05 Nov, 2011",CVE-2012-5490,CWE-79,SNYK-PYTHON-KSSCORE-40119
1518452052-30742,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-CLAM-40509,clam,"[,0.9.11)",pip,"05 Nov, 2014",98,https://snyk.io/vuln/page/98,"[,0.9.11)",M,Unknown,"05 Nov, 2014",null,CWE-94,SNYK-PYTHON-CLAM-40509
1518589298-33290,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-SALT-40687,salt,"[2017.7.0,2017.7.2),[2016.11.0,2016.11.8),[2016.3.0,2016.3.8)",pip,"05 Nov, 2017",13,https://snyk.io/vuln/page/13,"[2017.7.0,2017.7.2),[2016.11.0,2016.11.8),[2016.3.0,2016.3.8)",M,Julian Brost,"24 Aug, 2017",CVE-2017-14696,CWE-400,SNYK-PYTHON-SALT-40687
1518588396-33275,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-SALT-40688,salt,"[2017.7.0,2017.7.2),[2016.11.0,2016.11.8),[2016.3.0,2016.3.8)",pip,"05 Nov, 2017",13,https://snyk.io/vuln/page/13,"[2017.7.0,2017.7.2),[2016.11.0,2016.11.8),[2016.3.0,2016.3.8)",M,Julian Brost,"23 Aug, 2017",CVE-2017-14695,CWE-22,SNYK-PYTHON-SALT-40688
1518496114-31787,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PILLOW-40443,pillow,"[,3.3.2)",pip,"05 Oct, 2016",63,https://snyk.io/vuln/page/63,"[,3.3.2)",M,Unknown,"05 Oct, 2016",CVE-2016-9189,null,SNYK-PYTHON-PILLOW-40443
1518490285-31693,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-TRYTOND-40376,trytond,"[,3.2.17), [3.4,3.4.14), [3.6,3.6.12), [3.8,3.8.8), [4,4.0.4)",pip,"05 Sep, 2016",66,https://snyk.io/vuln/page/66,"[,3.2.17), [3.4,3.4.14), [3.6,3.6.12), [3.8,3.8.8), [4,4.0.4)",M,Cédric Krier,"05 Sep, 2016",CVE-2016-1242,CWE-200,SNYK-PYTHON-TRYTOND-40376
1518490165-31691,http://f92dd709.ngrok.io,Timing Attack,https://snyk.io/vuln/SNYK-PYTHON-PYTHONJOSE-40410,python-jose,"[,1.3.2)",pip,"05 Sep, 2016",66,https://snyk.io/vuln/page/66,"[,1.3.2)",H,Michael Davis,"05 Sep, 2016",CVE-2016-7036,CWE-208,SNYK-PYTHON-PYTHONJOSE-40410
1518490225-31692,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-TRYTOND-40375,trytond,"[4.0.0,4.0.3]",pip,"05 Sep, 2016",66,https://snyk.io/vuln/page/66,"[4.0.0,4.0.3]",L,Cédric Krier,"05 Sep, 2016",CVE-2016-1241,CWE-200,SNYK-PYTHON-TRYTOND-40375
1518476223-31467,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-40390,mercurial,"[2.6.2,3.8.1)",pip,"06 Apr, 2016",74,https://snyk.io/vuln/page/74,"[2.6.2,3.8.1)",M,Blake Burkhart,"06 Apr, 2016",CVE-2016-3105,CWE-77,SNYK-PYTHON-MERCURIAL-40390
1518537550-32456,http://f92dd709.ngrok.io,Arbitrary File Read,https://snyk.io/vuln/SNYK-PYTHON-TRYTOND-40450,trytond,"[3,4.2.3)",pip,"06 Apr, 2017",41,https://snyk.io/vuln/page/41,"[3,4.2.3)",L,Unknown,"06 Apr, 2017",CVE-2017-0360,CWE-284,SNYK-PYTHON-TRYTOND-40450
1518453088-31094,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-TLSLITE-40323,tlslite,"[0.4.0,0.4.9)",pip,"06 Aug, 2015",86,https://snyk.io/vuln/page/86,"[0.4.0,0.4.9)",M,Hubert Kario,"06 Aug, 2015",CVE-2015-3220,CWE-400,SNYK-PYTHON-TLSLITE-40323
1518451189-30368,http://f92dd709.ngrok.io,SymLink Attack,https://snyk.io/vuln/SNYK-PYTHON-NUMPY-40268,numpy,"[,1.8.1)",pip,"06 Feb, 2014",110,https://snyk.io/vuln/page/110,"[,1.8.1)",M,Julian Taylor,"06 Feb, 2014",CVE-2014-1858,CWE-377,SNYK-PYTHON-NUMPY-40268
1518610067-33624,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PYCRYPTO-42047,pycrypto,>=0.0.0,pip,"06 Feb, 2017",2,https://snyk.io/vuln/page/2,>=0.0.0,H,"Weikeng Chen, TElgamal","03 Feb, 2017",CVE-2018-6594,CWE-200,SNYK-PYTHON-PYCRYPTO-42047
1518450095-29924,http://f92dd709.ngrok.io,Overwritable Files,https://snyk.io/vuln/SNYK-PYTHON-FABRIC-40074,fabric,"[,1.1.0]",pip,"06 Jun, 2011",125,https://snyk.io/vuln/page/125,"[,1.1.0]",M,Unknown,"06 Jun, 2011",CVE-2011-2185,CWE-59,SNYK-PYTHON-FABRIC-40074
1518451394-30456,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJBLETS-40285,djblets,"[0.8,0.8.2],[,0.7.30]",pip,"06 Jun, 2014",107,https://snyk.io/vuln/page/107,"[0.8,0.8.2],[,0.7.30]",M,Christian Hammond,"06 Jun, 2014",CVE-2014-3994,CWE-79,SNYK-PYTHON-DJBLETS-40285
1518451392-30455,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJBLETS-40286,djblets,"[0.8,0.8.2]",pip,"06 Jun, 2014",107,https://snyk.io/vuln/page/107,"[0.8,0.8.2]",M,uchida,"06 Jun, 2014",CVE-2014-3995,CWE-79,SNYK-PYTHON-DJBLETS-40286
1518480490-31535,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPEVENT-40537,plone.app.event,"[,3.0)",pip,"06 Jun, 2016",71,https://snyk.io/vuln/page/71,"[,3.0)",M,Maurits van Rees,"06 Jun, 2016",null,CWE-79,SNYK-PYTHON-PLONEAPPEVENT-40537
1518450595-30119,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40557,sentry,"[,5.4.4)",pip,"06 Mar, 2013",119,https://snyk.io/vuln/page/119,"[,5.4.4)",M,Unknown,"06 Mar, 2013",null,CWE-79,SNYK-PYTHON-SENTRY-40557
1518450597-30120,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-SENTRY-40559,sentry,"[,5.4.4)",pip,"06 Mar, 2013",119,https://snyk.io/vuln/page/119,"[,5.4.4)",M,Unknown,"06 Mar, 2013",null,CWE-79,SNYK-PYTHON-SENTRY-40559
1518451357-30440,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-SOAPPY-40281,soappy,[0.12.5],pip,"06 May, 2014",108,https://snyk.io/vuln/page/108,[0.12.5],M,Unknown,"06 May, 2014",CVE-2014-3243,CWE-119,SNYK-PYTHON-SOAPPY-40281
1518451359-30441,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-SOAPPY-40280,soappy,[0.12.5],pip,"06 May, 2014",108,https://snyk.io/vuln/page/108,[0.12.5],M,Unknown,"06 May, 2014",CVE-2014-3242,CWE-200,SNYK-PYTHON-SOAPPY-40280
1518450356-30032,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40152,zope2,"[2.12,2.12.27)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[2.12,2.12.27)",M,Unknown,"06 Nov, 2012",CVE-2012-5506,CWE-399,SNYK-PYTHON-ZOPE2-40152
1518450367-30036,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40147,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5504,CWE-79,SNYK-PYTHON-PLONE-40147
1518450399-30051,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40122,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5492,CWE-200,SNYK-PYTHON-PLONE-40122
1518450401-30052,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40124,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",H,Unknown,"06 Nov, 2012",CVE-2012-5493,CWE-94,SNYK-PYTHON-PLONE-40124
1518450354-30031,http://f92dd709.ngrok.io,Timing Attack,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40154,zope2,"[,2.13.19)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,2.13.19)",M,Unknown,"06 Nov, 2012",CVE-2012-5507,CWE-362,SNYK-PYTHON-ZOPE2-40154
1518450395-30049,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40125,zope2,"[2.12,2.12.27)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[2.12,2.12.27)",M,Unknown,"06 Nov, 2012",CVE-2012-5494,CWE-79,SNYK-PYTHON-ZOPE2-40125
1518450386-30045,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40132,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5497,CWE-200,SNYK-PYTHON-PLONE-40132
1518450360-30034,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40150,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5505,CWE-200,SNYK-PYTHON-PLONE-40150
1518450397-30050,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40130,plone,"[,4.0)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.0)",M,Unknown,"06 Nov, 2012",CVE-2012-5496,CWE-399,SNYK-PYTHON-PLONE-40130
1518450352-30030,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40156,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5508,CWE-200,SNYK-PYTHON-PLONE-40156
1518450409-30056,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40107,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",H,Unknown,"06 Nov, 2012",CVE-2012-5487,CWE-264,SNYK-PYTHON-PLONE-40107
1518450405-30054,http://f92dd709.ngrok.io,Privilege Escalation,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40117,zope2,"[,2.12.21), [2.13,2.13.11)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,2.12.21), [2.13,2.13.11)",M,Unknown,"06 Nov, 2012",CVE-2012-5489,CWE-264,SNYK-PYTHON-ZOPE2-40117
1518450348-30028,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40120,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5491,CWE-200,SNYK-PYTHON-PLONE-40120
1518450358-30033,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40153,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5506,CWE-399,SNYK-PYTHON-PLONE-40153
1518450350-30029,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-TWEEPY-40160,tweepy,"[,2.3.1)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,2.3.1)",M,Unknown,"06 Nov, 2012",CVE-2012-5825,CWE-20,SNYK-PYTHON-TWEEPY-40160
1518450369-30037,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40145,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5503,null,SNYK-PYTHON-PLONE-40145
